,county_id,proj_X,proj_Y,new_pct_dem,sex_ratio,pct_black,pct_hisp,pct_bach,median_income,pct_65_over,pct_age_18_29,gini,pct_manuf,ln_pop_den,pct_3rd_party,turn_out,pct_fb,pct_uninsured
2707,31027,-102164.70466372126,2178578.44778274,14.79893855888957,103.7,0.2,2.1,21.0,61869,21.3,11.437985408331373,0.3965,12.4,2.436030514795637,1.9415532425940851,79.21357222134137,0.5,5.5
2708,31045,-580413.69290266,2213211.1623993414,26.96237229005732,93.9,4.4,5.4,36.9,50750,18.3,27.627695800227016,0.3671,2.4,1.840236498103333,2.6207231254549934,57.588038010061474,1.2,9.7
2709,31097,-22321.442509929122,1930998.9089085576,29.884526558891448,146.9,6.1,10.2,17.5,54712,18.2,14.764580507653555,0.4168,13.7,2.6168415298167047,2.8712427097353115,54.806983034177534,4.0,6.1
2710,31033,-581363.5306008953,2045000.984660664,18.31619537275064,98.2,0.8,7.0,25.4,53871,18.5,12.932111620158267,0.4205,7.1,2.0822136699553933,2.0356768100734497,65.79674123170395,1.5,6.0
2711,31047,-319192.03798246343,1990856.5866847609,27.679858108857108,107.2,6.3,33.3,15.8,53721,15.6,14.671554375763705,0.41100000000000003,24.7,3.1471914746796616,1.7106123338417991,62.03866432337435,20.1,10.5
2712,31071,-246329.05173940532,2105205.593354057,12.4765478424015,100.9,0.3,1.8,25.5,53000,28.5,12.493753123438282,0.4061,9.0,1.25274500858975,0.8372093023255811,67.01995012468828,1.0,3.8
2713,31117,-418679.41696717346,2073740.4550400616,5.821917808219179,106.8,0.0,1.5,22.0,48125,29.9,6.075949367088607,0.4259,0.0,-0.7790704726210241,3.311258278145701,90.69069069069069,0.8,4.6
2714,31125,-165323.00469176564,2045208.5543076291,19.988864142538976,100.8,0.4,2.8,18.3,49032,20.4,12.104966139954856,0.4498,7.2,2.06752112067179,1.7505470459518555,66.73968601679445,0.7,5.8
2715,31167,-98333.86493108881,2102231.4190102317,17.20012932428063,100.4,1.5,5.5,17.8,63986,17.5,11.448715796541883,0.3545,11.2,2.6258639304250284,2.1512179689971545,72.25142857142856,3.9,4.4
2716,31175,-246803.97127037763,2066367.6795122088,17.812364894076953,94.9,0.5,3.4,24.2,55324,25.4,11.602472658107464,0.4328,4.4,1.9980247288247723,1.1538461538461495,71.95571955719558,1.4,8.6
2717,32001,-1883735.200300849,2062395.308709052,24.55094643576319,102.6,2.5,13.9,18.8,57824,18.7,14.505956552207428,0.4109,7.5,1.5758354680216846,3.617731542582092,72.09380422007051,7.3,11.2
2718,32005,-2007959.9548877904,2015840.9291896091,34.856746904467805,100.9,0.8,12.7,29.4,66810,27.4,10.396409872849663,0.4405,9.0,4.1786354696735035,2.70832722689568,88.56957424714433,7.4,7.8
2719,32027,-1866902.913335861,2157379.6057322617,24.012291483757682,178.9,3.8,24.4,11.1,50491,15.7,13.514739229024944,0.4123,10.1,0.08675903395716618,1.810344827586208,44.891640866873075,9.3,11.8
2720,32011,-1702631.4632675431,2067083.9161394,10.494450050454086,102.1,0.1,4.4,8.8,67105,18.0,7.100591715976331,0.4095,4.1,-0.8118085486245031,1.6865079365079416,71.18644067796609,1.9,9.9
2721,32013,-1817921.985518486,2256925.6059702383,22.323552735923872,106.5,0.6,27.0,16.8,67756,13.4,13.26360827192774,0.43,4.2,0.5546157973613965,2.638013125723837,69.24790589912672,11.5,12.1
